transaction_id,description,amount,category
TXN691019,pihu cafe payment #7872,1163.51,Food & Dining
TXN658784,adira biryani payment #6896,1497.97,Food & Dining
TXN887940,krish lunch payment #2234,948.39,Food & Dining
TXN579964,mishti restaurant payment #8155,203.74,Food & Dining
TXN403769,hunar cafe payment #8025,387.35,Food & Dining
TXN784844,kimaya restaurant payment #4869,1057.61,Food & Dining
TXN327149,pranay biryani payment #6194,955.03,Food & Dining
TXN267885,samar breakfast payment #2187,998.15,Food & Dining
TXN552104,samiha lunch payment #2794,1192.48,Food & Dining
TXN254371,zara cafe payment #9544,605.34,Food & Dining
TXN673132,darshit lunch payment #8185,1966.14,Food & Dining
TXN406944,dhruv restaurant payment #1044,613.77,Food & Dining
TXN507873,vidur restaurant payment #4291,1016.7,Food & Dining
TXN978709,ivana lunch payment #9338,229.72,Food & Dining
TXN553099,vivaan breakfast payment #3923,809.21,Food & Dining
TXN893616,ishita cafe payment #3286,1815.26,Food & Dining
TXN800690,shaan restaurant payment #4613,1683.99,Food & Dining
TXN458916,raghav cafe payment #4413,402.17,Food & Dining
TXN508307,elakshi breakfast payment #6967,323.84,Food & Dining
TXN261794,amira breakfast payment #2185,1981.43,Food & Dining
TXN580074,abram dinner payment #6593,109.23,Food & Dining
TXN925933,vedika cafe payment #6716,1061.3,Food & Dining
TXN248752,rati biryani payment #4835,318.76,Food & Dining
TXN913268,misha cafe payment #6577,679.38,Food & Dining
TXN708524,khushi breakfast payment #1113,823.25,Food & Dining
TXN449851,elakshi biryani payment #1013,1590.51,Food & Dining
TXN527047,vardaniya breakfast payment #4487,1641.28,Food & Dining
TXN132323,aaina cafe payment #4367,1250.92,Food & Dining
TXN176729,faiyaz dinner payment #5401,1813.56,Food & Dining
TXN454814,zeeshan dinner payment #7646,1661.45,Food & Dining
